id,label
0,5
1,5
2,4
3,7
4,4
5,5
6,9
7,3
8,3
9,7
10,8
11,0
12,1
13,8
14,3
15,6
16,4
17,3
18,9
19,8
20,3
21,0
22,9
23,3
24,3
25,5
26,7
27,7
28,0
29,4
30,4
31,0
32,3
33,1
34,6
35,8
36,0
37,7
38,9
39,9
40,3
41,1
42,5
43,9
44,4
45,7
46,8
47,3
48,3
49,6
50,9
51,1
52,3
53,0
54,8
55,3
56,9
57,8
58,8
59,3
60,3
61,7
62,0
63,6
64,0
65,9
66,4
67,6
68,0
69,3
70,8
71,8
72,3
73,5
74,1
75,5
76,9
77,6
78,4
79,7
80,6
81,1
82,6
83,4
84,7
85,4
86,4
87,0
88,1
89,3
90,0
91,8
92,0
93,3
94,6
95,4
96,3
97,4
98,0
99,3
100,6
101,6
102,7
103,3
104,7
105,0
106,8
107,4
108,1
109,3
110,3
111,8
112,7
113,5
114,1
115,0
116,9
117,4
118,7
119,0
120,7
121,9
122,3
123,7
124,0
125,3
126,0
127,8
128,3
129,0
130,8
131,7
132,8
133,3
134,3
135,4
136,7
137,0
138,4
139,4
140,4
141,1
142,4
143,8
144,7
145,6
146,3
147,3
148,4
149,5
150,7
151,9
152,5
153,8
154,3
155,9
156,3
157,7
158,4
159,0
160,3
161,1
162,6
163,0
164,4
165,7
166,7
167,3
168,1
169,0
170,4
171,0
172,8
173,8
174,6
175,6
176,3
177,0
178,3
179,5
180,5
181,1
182,6
183,6
184,3
185,1
186,0
187,8
188,0
189,3
190,1
191,6
192,9
193,4
194,8
195,8
196,4
197,1
198,0
199,0
200,4
201,1
202,7
203,4
204,6
205,6
206,9
207,9
208,6
209,3
210,0
211,9
212,5
213,9
214,1
215,6
216,0
217,5
218,1
219,4
220,9
221,0
222,3
223,0
224,7
225,4
226,8
227,1
228,8
229,7
230,7
231,6
232,4
233,7
234,7
235,3
236,7
237,8
238,3
239,5
240,6
241,1
242,6
243,4
244,1
245,5
246,3
247,7
248,9
249,3
250,9
251,3
252,6
253,3
254,0
255,1
256,8
257,6
258,4
259,0
260,0
261,0
262,7
263,0
264,3
265,6
266,9
267,4
268,9
269,8
270,0
271,9
272,3
273,3
274,3
275,3
276,9
277,3
278,9
279,1
280,1
281,5
282,1
283,3
284,3
285,9
286,0
287,8
288,6
289,3
290,0
291,3
292,3
293,9
294,3
295,8
296,9
297,3
298,3
299,3
300,8
301,5
302,0
303,0
304,4
305,3
306,7
307,6
308,4
309,3
310,3
311,1
312,0
313,7
314,6
315,7
316,1
317,3
318,3
319,3
320,3
321,9
322,4
323,1
324,6
325,7
326,6
327,3
328,8
329,6
330,6
331,1
332,7
333,4
334,7
335,4
336,0
337,9
338,3
339,3
340,1
341,4
342,7
343,9
344,9
345,3
346,0
347,6
348,3
349,4
350,8
351,4
352,3
353,8
354,3
355,3
356,0
357,3
358,8
359,7
360,3
361,4
362,0
363,8
364,0
365,8
366,3
367,6
368,3
369,3
370,0
371,9
372,1
373,6
374,1
375,1
376,7
377,7
378,9
379,1
380,1
381,3
382,3
383,9
384,4
385,3
386,4
387,0
388,0
389,7
390,7
391,8
392,3
393,1
394,6
395,7
396,7
397,9
398,4
399,4
400,7
401,4
402,4
403,3
404,7
405,9
406,3
407,4
408,1
409,5
410,5
411,7
412,9
413,6
414,1
415,5
416,8
417,3
418,6
419,8
420,8
421,4
422,7
423,8
424,7
425,8
426,5
427,3
428,0
429,8
430,6
431,6
432,3
433,3
434,0
435,3
436,7
437,4
438,6
439,8
440,0
441,4
442,0
443,7
444,3
445,6
446,4
447,3
448,0
449,5
450,4
451,9
452,0
453,5
454,7
455,0
456,3
457,6
458,7
459,4
460,0
461,0
462,1
463,7
464,6
465,6
466,8
467,7
468,3
469,3
470,4
471,3
472,0
473,7
474,8
475,5
476,1
477,4
478,6
479,3
480,4
481,3
482,3
483,7
484,5
485,7
486,9
487,6
488,4
489,7
490,1
491,1
492,3
493,3
494,6
495,0
496,1
497,8
498,0
499,8
500,0
501,4
502,1
503,7
504,6
505,0
506,8
507,9
508,0
509,0
510,6
511,3
512,3
513,8
514,0
515,0
516,8
517,3
518,0
519,6
520,0
521,0
522,7
523,1
524,0
525,6
526,4
527,7
528,3
529,3
530,3
531,3
532,1
533,3
534,9
535,7
536,6
537,8
538,3
539,3
540,8
541,3
542,7
543,6
544,3
545,1
546,4
547,4
548,8
549,0
550,3
551,3
552,8
553,1
554,5
555,5
556,7
557,5
