id,label
0,5
1,9
2,4
3,1
4,4
5,5
6,9
7,7
8,0
9,7
10,7
11,0
12,5
13,8
14,0
15,7
16,7
17,3
18,5
19,3
20,3
21,4
22,9
23,3
24,3
25,5
26,5
27,7
28,0
29,4
30,4
31,0
32,3
33,5
34,6
35,3
36,4
37,3
38,9
39,9
40,0
41,1
42,5
43,9
44,4
45,7
46,3
47,0
48,3
49,6
50,5
51,6
52,3
53,0
54,8
55,3
56,5
57,3
58,0
59,7
60,3
61,7
62,8
63,5
64,6
65,0
66,4
67,6
68,3
69,3
70,0
71,4
72,0
73,8
74,1
75,4
76,9
77,7
78,4
79,5
80,0
81,4
82,6
83,0
84,7
85,0
86,0
87,3
88,1
89,6
90,9
91,8
92,0
93,8
94,7
95,9
96,3
97,3
98,3
99,3
100,4
101,3
102,7
103,3
104,7
105,9
106,3
107,4
108,1
109,4
110,3
111,0
112,4
113,4
114,9
115,9
116,9
117,4
118,5
119,1
120,5
121,9
122,9
123,0
124,0
125,3
126,5
127,8
128,3
129,3
130,8
131,7
132,4
133,3
134,3
135,3
136,7
137,1
138,5
139,4
140,1
141,1
142,4
143,8
144,7
145,0
146,0
147,0
148,1
149,5
150,0
151,9
152,5
153,3
154,3
155,9
156,3
157,9
158,4
159,0
160,3
161,3
162,0
163,4
164,3
165,7
166,7
167,6
168,5
169,0
170,5
171,0
172,8
173,8
174,6
175,3
176,3
177,0
178,6
179,5
180,5
181,1
182,0
183,6
184,4
185,4
186,0
187,7
188,0
189,3
190,5
191,6
192,1
193,4
194,8
195,8
196,4
197,5
198,6
199,3
200,7
201,5
202,7
203,1
204,6
205,6
206,9
207,9
208,6
209,3
210,0
211,9
212,5
213,9
214,1
215,7
216,0
217,5
218,1
219,7
220,9
221,0
222,3
223,3
224,6
225,4
226,8
227,5
228,8
229,5
230,7
231,7
232,4
233,5
234,5
235,8
236,6
237,8
238,3
239,0
240,6
241,9
242,6
243,0
244,5
245,5
246,9
247,7
248,9
249,6
250,5
251,0
252,3
253,8
254,0
255,5
256,8
257,7
258,3
259,3
260,3
261,5
262,7
263,3
264,3
265,3
266,8
267,4
268,5
269,8
270,3
271,9
272,6
273,0
274,3
275,4
276,9
277,0
278,9
279,1
280,1
281,5
282,1
283,7
284,3
285,9
286,4
287,8
288,6
289,3
290,4
291,6
292,0
293,8
294,9
295,4
296,5
297,3
298,3
299,3
300,8
301,8
302,0
303,0
304,4
305,8
306,6
307,6
308,5
309,3
310,3
311,1
312,1
313,7
314,6
315,7
316,1
317,3
318,3
319,0
320,3
321,8
322,4
323,1
324,6
325,7
326,3
327,3
328,9
329,4
330,6
331,5
332,7
333,4
334,1
335,4
336,0
337,9
338,3
339,3
340,1
341,7
342,5
343,9
344,9
345,3
346,3
347,6
348,1
349,7
350,8
351,4
352,3
353,8
354,4
355,3
356,4
357,8
358,1
359,7
360,6
361,4
362,1
363,6
364,3
365,8
366,3
367,6
368,3
369,6
370,9
371,9
372,9
373,0
374,1
375,5
376,7
377,7
378,9
379,1
380,1
381,3
382,3
383,3
384,1
385,3
386,4
387,0
388,0
389,7
390,7
391,8
392,0
393,8
394,4
395,7
396,7
397,4
398,8
399,4
400,5
401,4
402,3
403,3
404,7
405,3
406,3
407,0
408,0
409,5
410,1
411,6
412,1
413,4
414,4
415,5
416,0
417,3
418,6
419,0
420,6
421,4
422,9
423,8
424,7
425,3
426,9
427,3
428,3
429,3
430,3
431,3
432,8
433,3
434,3
435,3
436,7
437,9
438,1
439,8
440,0
441,5
442,0
443,6
444,0
445,6
446,4
447,3
448,0
449,7
450,4
451,9
452,1
453,5
454,5
455,0
456,5
457,3
458,4
459,4
460,0
461,4
462,3
463,7
464,7
465,4
466,9
467,9
468,3
469,3
470,9
471,9
472,3
473,3
474,8
475,5
476,1
477,3
478,6
479,4
480,5
481,3
482,3
483,4
484,5
485,5
486,0
487,9
488,1
489,4
490,9
491,6
492,0
493,3
494,6
495,0
496,1
497,8
498,0
499,3
500,4
501,8
502,8
503,7
504,3
505,3
506,3
507,0
508,0
509,3
510,3
511,8
512,3
513,8
514,0
515,1
516,3
517,3
518,0
519,6
520,4
521,7
522,4
523,1
524,8
525,6
526,4
527,7
528,0
529,3
530,1
531,5
532,9
533,3
534,3
535,0
536,3
537,3
538,0
539,3
540,3
541,3
542,7
543,3
544,3
545,3
546,4
547,4
548,8
549,3
550,3
551,0
552,5
553,1
554,5
555,5
556,7
557,5
